,tweets,likes,time,source
1825,"@GretaThunberg @louloulorton @CYPavilion Dear Greta @GretaThunberg Visit Pakistan 🇵🇰 and witness the flash floods 2022 impact on lives &amp; livelihood of affected communities, infrastructure how they r coping to challenge of harsh winter and malaria 🦟  @louloulorton
#COP27 #LossAndDamageFund",1,2022-11-24 02:08:46+00:00,Twitter for Android
1827,"@malarianomoreuk @GlobalFund Support Global South countries as Pakistan 🇵🇰 badly countering #malaria in Flash floods 2022, stricken areas of Balochistan and Sindh provinces especially in children and older age people. @HelpAge @decappeal @louloulorton @bbchealth @FCDOGovUK
 @CTurnerFCDO",2,2022-11-24 01:58:17+00:00,Twitter for Android
1828,"#Pakistan's timely finalisation of a #recovery #plan from devastating #floods is essential to support discussions and continued #financial #support from multilateral and bilateral partners, the International Monetary Fund (#IMF) said on Wednesday. https://t.co/rp7PtkMPUN",0,2022-11-24 01:45:13+00:00,ANews Twitter
1835,"@ByDanielAGross @mohammedhanif @NewYorker Pakistan is responsible for floods, since they never invested in dams on rivers. They only invested on funding, training &amp; exporting terrorists. Even huge funds donated by all countries to flood affected people was robbed by its Army &amp; Politicians. It never reached these people.",1,2022-11-24 01:23:22+00:00,Twitter Web App
1838,"@MarstonGareth @cynicalkind @StuartBroadbent @PaulMBigland @Penmcgregor Climate change Gareth, 33M flooded in 1/3 of Pakistan this year, Australia/Canada/USA/Europe/Asia Floods/Wildfires/Droughts/Storms,Horn of Africa 37M in famine. Every unnecessary emission, every destroyed greenfield is accelerating it. All our futures are increasingly doubtful. https://t.co/pDfUeu2TCS",0,2022-11-24 01:01:23+00:00,Twitter Web App
1840,"A recovery plan from the recent floods in Pakistan was necessary for the country to get continued financial support, IMF’s resident representative told Reuters in a message.  https://t.co/MB8SzjgyP0",3,2022-11-24 01:00:01+00:00,Emplifi
1841,The projected gap of $300bn in current annual budget is likely to plunge Pakistan deeper into debt crises to compensate the damage created by floods. @CMShehbaz @MIshaqDar50 @WBG_Climate @WIL_inequality @IFC_org @imf_pakistan @EUPakistan @eurodad @usembislamabad @Oxfam,3,2022-11-24 00:58:58+00:00,Twitter Web App
1842,"Post disaster needs assessment (PDNA) urgently seeks $16.2bn for immediate recovery and reconstruction due to floods. Between 2023 and 2030, Pakistan will
need $152bn for adaptation and $196bn for decarbonisation.#GreenNewDeal @SOMO @EUPakistan @eurodad @debtjustice @CMShehbaz",7,2022-11-24 00:51:32+00:00,Twitter Web App
1844,"‘Due to floods in Pakistan, diseases have gone to different levels’ https://t.co/wTnQTyt7aZ",0,2022-11-24 00:38:25+00:00,WordPress.com
1850,"Pakistan was already battling a full-blown economic crisis, with decades-high inflation and dwindling foreign exchange reserves, when it was hit by floods earlier this year 👇

https://t.co/66A78XkVhD",3,2022-11-23 23:28:20+00:00,Hootsuite Inc.
1851,"@saqyb_ @_RavinderSaluja @fawadchaudhry Remember he is still alive, you or your PM couldn’t do anything to him and couldn’t get a word out of him 😂😂😂 BC pura India moot dega Pakistan k border pe to dubara floods aa jaenge.. 😂😂😂",0,2022-11-23 23:18:22+00:00,Twitter for iPhone
1852,"@Benioff Very US centric and not a pixel relating to The Climate Change Emergency. Nothing even on the floods in Pakistan. Poor show in my opinion, perhaps next year they could do better with the correct “persausion”? 😉",0,2022-11-23 23:16:31+00:00,Twitter for iPhone
1853,@KeithField13 @RueDaungier Nov 20 EWE:  Pakistan - Rice exporters fear big drop in shipments after floods. https://t.co/v95cd1IG4X,0,2022-11-23 23:09:02+00:00,Twitter Web App
1861,"The International Monetary Fund (IMF) has said that the timely finalization of a plan by Pakistan to recover from devastating floods

#IMF #international #Monetary #Fund #pakistan #Devastating https://t.co/vyDvkfIXQZ",1,2022-11-23 21:40:18+00:00,Twitter Web App
1871,"🇵🇰 “The arrival of a military truck carrying aid sparked scenes of desperation: Survivors attacked it, hanging off it, throwing rocks at it.” | Writes @MenaalMunshey https://t.co/hnIAcztJsP",38,2022-11-23 21:30:11+00:00,Buffer
1872,🔊 @G7 @EUCouncil @g20org: The devastating floods in Pakistan show why climate finance is needed NOW. The promised $100 billion is two years behind schedule. People are suffering – when will you be stepping up? https://t.co/MMjDrgP6Y4,2,2022-11-23 21:29:32+00:00,Global Citizen Mobile App
1875,@Global_Witness @graceblakeley Pakistan also had floods in the 19th century.,1,2022-11-23 21:18:43+00:00,Twitter for iPhone
1881,@Coolhand6661 @sophielouisecc I’m assuming you were referring to the commonly spread line that flooding in Pakistan was caused by deforestation affecting drainage- which is false. The point I was making is that if deforestation affected the floods in any way it was contributing to temp increases.,0,2022-11-23 20:54:04+00:00,Twitter for iPhone
1884,@gwdsomers @sophielouisecc Actually it was a 1/3 of that region of Pakistan not a 1/3 of Pakistan and it floods there quite regularly 👍,5,2022-11-23 20:42:01+00:00,Twitter for iPhone
1886,"Devastating Floods in Pakistan 

See what you see and dread what you see. This is the manifestation of climate crisis. 
https://t.co/iFI84VQvU8",0,2022-11-23 20:32:35+00:00,Twitter Web App
1887,"@ChrisGr97349115 @sophielouisecc I get my info from the scientific consensus on anthropogenic warming reflected in the IPCC reports, only confirmed by the extreme weather we are seeing nowadays such as this summer's heatwave here, 2021 Pacific NW heatwave &amp; recent floods in Pakistan. Climate disinfo is blocked.",1,2022-11-23 20:30:50+00:00,Twitter Web App
1889,"Six million people are in need of urgent humanitarian aid — of which pregnant women and those subject to gender-based violence are some of the worst affected. 
https://t.co/mwWNzLYc9C",0,2022-11-23 20:23:02+00:00,LaterMedia
1892,"@JenOConnell_
@MarcDalton 
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide
@WillAAmos https://t.co/JL1d9lzoLT",0,2022-11-23 20:05:48+00:00,Twitter Web App
1893,"@ArnoldViersen
@JohnNaterMP 
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide
@MaryamMonsef https://t.co/stcOoKNa7J",0,2022-11-23 20:05:16+00:00,Twitter Web App
1894,"Pakistan flood recovery plan key to continued financial support: IMF - https://t.co/rK7oxtl5S5 

A representational image of the International Monetary Fund (IMF). — Reuters/FileISLAMABAD: Pakistan's timely finalisation of a recovery plan from devastating floods is ess... https://t.co/jFy4Z50jLf",0,2022-11-23 20:04:43+00:00,Braking News
1895,Learn more about how international law can help address the impacts of the Pakistan floods and future catastrophes caused by climate change through our latest Travaux podcast episode. https://t.co/tfeCL4SbYy,1,2022-11-23 20:02:22+00:00,Twitter Web App
1896,"@JonathanWNV
@PLawrenceMP 
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide
@MMcLeodNWT https://t.co/TgnU1AB9Tz",0,2022-11-23 20:01:55+00:00,Twitter Web App
1902,"@SenSchumer
 @SenRickScott 
Floods have wreaked havoc in Balochistan, driving many people—both young and old—from their homes. The rulers in Pakistan are arrogant as seen by their lack of compassion for the flood victims. #BalochistanFloods #BalochGenocide
 @SenatorTimScott https://t.co/Dz5U90XXO8",0,2022-11-23 19:53:34+00:00,Twitter Web App
1904,"@SenSanders
 @SenSasse 
Despite the devastation brought on by the floods, the severely affected Baloch people had no access to food, water, or tents, &amp; Pakistan has since then cut off mobile service. #BalochistanFloods #BalochGenocide
 @SenBrianSchatz https://t.co/1x5zJ4I0CJ",0,2022-11-23 19:52:58+00:00,Twitter Web App
1905,"@SenAngusKing
 @SenatorLankford 
Floods have devastated Balochistan, yet it doesn't seem like the Pakistani government is concerned. The government of Pakistan should be compelled to provide assistance by international organisations. #BalochistanFloods #BalochGenocide https://t.co/38jh0V7zhH",0,2022-11-23 19:50:29+00:00,Twitter Web App
1906,"@Coolhand6661 @sophielouisecc How do you explain the causal relationship between co2 emissions and temperature increase? Also the Pakistan deforestation is a myth, flash floods were caused by dry soil after an unusually hot season- fuelled in fact by deforestation which releases tonnes of carbon.",0,2022-11-23 19:46:06+00:00,Twitter for iPhone
1909,"@sqarbaghi @FKhan77 @AcimHafeez @TBajwa7 Much better that's why petrol k laalay Hain and default risk is at 90% 🤡 also jab Imran global inflation kayhta thaa COVID say woh haram thee but noonie mix achar expertise waalon Kee record inflation daykhayn zaraa kya chaman chu log hain noonies 😂

https://t.co/cFSrck9Xab",0,2022-11-23 19:25:48+00:00,Twitter for Android
1911,Finalization of Flood Recovery Plan Key to Continued Financial Support: IMF: The International Monetary Fund (IMF) has said that the timely finalization of a plan by Pakistan to recover from devastating floods is essential to support the discussions and… https://t.co/Bld5E0MnwR https://t.co/Fq36BPe7mj,0,2022-11-23 19:15:37+00:00,dlvr.it
1916,"@ImranARaja1 In 1969 there was massive floods in east Pakistan when this drunken bum landed in Dacca airport he was so drunk he wet his trousers he became butt of a joke, the only thing he knew was women and getting drunk",24,2022-11-23 18:57:56+00:00,Twitter for iPhone
1917,@JaleedAG01 @FKhan77 @AcimHafeez @TBajwa7 Read the article at least the Credit Default Swap rate spike is a result of floods that have ravaged the country and caused historic damage... youthias are such losers that they are going to now celebrate natural calamities in pakistan... 🤡🤡 https://t.co/AkJGCste0c,1,2022-11-23 18:57:08+00:00,Twitter for Android
1918,"Pakistan's timely finalisation of a recovery plan from devastating floods is essential to support discussions and continued financial support from multilateral and bilateral partners, the IMF said on Wednesday.

Read more: https://t.co/2WHmPK9u8g

#IMF #FloodsInPakistan2022 https://t.co/vV8cHwOsG8",3,2022-11-23 18:54:28+00:00,Twitter Web App
1919,"IMF said a swift recovery plan from the impact of the recent floods in Pakistan was necessary for the country to get continued financial support from bilateral and multilateral partners, reported Reuters.  https://t.co/MB8SzjgyP0",3,2022-11-23 18:46:35+00:00,Emplifi
1923,"I was looking at some of the floods in Pakistan. My heart hurts there’s so much loss. Homes in the 662k damaged 287k destroyed, 1100+ people 350+ children dead, 735,000 livestock dead, 2m acres of crops destroyed. 5.2m people in need. I have no words and sorrow for the future.",5,2022-11-23 18:35:37+00:00,Twitter for iPhone
1924,Despair and hope from the frontlines of the devastating floods in Pakistan #Pakistan https://t.co/nWk8uN7l5N,0,2022-11-23 18:34:01+00:00,Pakistani News
1926,@dan613 @festrada688 @MatthewWielicki But I guess you think the floods in Pakistan were caused by climate change. PRICELESS,0,2022-11-23 18:33:09+00:00,Twitter for iPad
1927,"This sign at the Pakistan pavilion was clever and very true. Pakistan was devastated by floods recently, but climate-induced tragedies will become more common as the planet warms. https://t.co/FK2tVmWQ3N",2,2022-11-23 18:26:34+00:00,Twitter for iPhone
1930,"Pakistan is the only country where the whole country is on halt since last 6 months coz of one appointment of 22 grafe officer. In those 6 months we got hit by one of brutal floods since this country came to existence, but after two weeks every body forgot about it .",2,2022-11-23 18:22:46+00:00,Twitter for Android
